angle_deg	RPM300	RPM500	RPM700	RPM900
-6.9000000000e+01	4.6099552057e-06	1.9125546614e-06	6.9298308821e-06	4.5063230504e-06
-6.8500000000e+01	6.4510592634e-06	6.8926149861e-06	1.7285367654e-06	5.3173341165e-06
-6.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.7500000000e+01	2.6991821380e-06	6.7013706718e-06	3.5770724808e-06	4.0432637782e-06
-6.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.6500000000e+01	3.2294767725e-06	8.9920978067e-07	6.0931400473e-06	1.6657488392e-06
-6.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.5500000000e+01	9.8863142507e-07	2.5314773528e-06	2.3341766735e-06	6.4185914313e-06
-6.5000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.4500000000e+01	1.2388498000e-06	6.5598697386e-06	2.8546724314e-06	3.1926194774e-06
-6.4000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.3500000000e+01	3.5000767042e-06	6.5605234052e-06	5.1000253852e-06	5.6587975361e-06
-6.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.2500000000e+01	1.7472399686e-06	5.6227765085e-07	1.8538682702e-06	4.3747755193e-06
-6.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.1500000000e+01	6.7204008940e-06	2.8038463544e-06	5.1617490320e-06	5.3790034636e-06
-6.1000000000e+01	4.8222804209e-06	3.7025323283e-06	2.6301525860e-06	3.9736899691e-07
-6.0500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.0000000000e+01	6.6712246462e-06	7.1596770324e-07	5.6952626891e-07	5.2325760834e-06
-5.9500000000e+01	4.6237613318e-06	3.1996185125e-06	1.5654327531e-07	5.0056953822e-06
-5.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.8500000000e+01	6.7254521396e-07	5.3228965131e-06	4.7689992756e-06	2.2703142672e-06
-5.8000000000e+01	3.3303234389e-06	6.4213538385e-06	4.5443583416e-08	5.1372132187e-06
-5.7500000000e+01	3.8354233641e-06	6.0273609361e-06	5.3087002271e-06	6.4854807367e-06
-5.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.6000000000e+01	3.4121997225e-06	3.6670117875e-06	2.6501819496e-06	6.1613592443e-06
-5.5500000000e+01	3.3858687344e-06	4.8366390262e-06	4.5921487365e-06	1.9434294029e-06
-5.5000000000e+01	4.5062086249e-06	3.8175851876e-06	3.8468885410e-06	1.6903397240e-07
-5.4500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.4000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.3500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.3000000000e+01	3.7381055687e-06	2.7232153991e-06	2.8884321103e-06	3.0373827407e-07
-5.2500000000e+01	6.0625886051e-08	2.7424339927e-06	1.1518043770e-06	4.5368221518e-06
-5.2000000000e+01	3.7670874941e-06	2.6541555064e-06	6.6462172201e-06	1.0576216587e-07
-5.1500000000e+01	6.0202567185e-06	5.8456413077e-06	1.8452269091e-09	3.0849938904e-06
-5.1000000000e+01	1.1660735500e-06	5.7962835638e-06	5.3756915212e-06	4.5903203767e-06
-5.0500000000e+01	0.0000000000e+00	0.0000000000e+00	5.7424593505e-06	3.3941626592e-06
-5.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.9000000000e+01	1.7729283640e-07	2.3978510893e-06	6.2676746630e-06	3.0226757985e-06
-4.8500000000e+01	3.6029167317e-06	8.4696322538e-07	5.8227905242e-06	5.5895174541e-06
-4.8000000000e+01	1.9715591270e-06	2.3926315712e-06	1.8569746551e-06	4.0073448406e-06
-4.7500000000e+01	2.3870067008e-06	5.3856668152e-06	1.9337851067e-06	2.8320849851e-06
-4.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.6000000000e+01	1.9857960390e-06	3.1980247172e-06	5.6896328507e-06	3.4495323642e-06
-4.5500000000e+01	2.6683665354e-06	6.5014775577e-06	1.8950351529e-06	5.1090603719e-06
-4.5000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.4500000000e+01	2.1599092633e-07	4.2736062683e-06	1.9862178421e-06	9.3200288085e-07
-4.4000000000e+01	6.5014277517e-07	1.3697646359e-06	5.1794966320e-06	6.5342174822e-06
-4.3500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.3000000000e+01	5.1203873363e-06	5.0175034669e-06	8.1879269725e-07	3.6012100156e-06
-4.2500000000e+01	3.9666931571e-06	3.6808365992e-06	5.6923146338e-06	2.6099149358e-06
-4.2000000000e+01	2.4780563828e-06	6.3051242024e-06	5.1080787289e-07	9.2804992864e-08
-4.1500000000e+01	3.4848350280e-07	1.0419615561e-06	2.6114815833e-06	3.7346408420e-06
-4.1000000000e+01	4.9664929619e-06	4.0159118780e-06	4.6763258237e-06	3.1556091146e-06
-4.0500000000e+01	6.8009948633e-06	1.5920918750e-06	3.1048431224e-06	2.0820507734e-06
-4.0000000000e+01	9.2137757364e-07	1.2462224224e-07	2.4937658085e-06	2.3704075514e-06
-3.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.9000000000e+01	3.1193995378e-06	2.3254617133e-06	6.6109160447e-06	4.1895249774e-06
-3.8500000000e+01	3.6950955266e-07	6.8358122521e-06	2.7987906522e-06	3.6738814598e-06
-3.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.7500000000e+01	6.5918815119e-06	6.1379019228e-06	4.6018102265e-06	3.5951863581e-06
-3.7000000000e+01	6.7616510056e-06	5.1397554532e-06	6.9210107107e-06	2.9396194662e-06
-3.6500000000e+01	6.5071184169e-06	1.4344222400e-06	1.4593116961e-06	9.3859514930e-07
-3.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.5000000000e+01	3.5911615025e-06	2.9010794970e-06	2.4470630312e-06	3.9907626095e-06
-3.4500000000e+01	3.3164535742e-06	6.9473518238e-06	4.9143930199e-06	4.2375598032e-06
-3.4000000000e+01	1.4507183264e-06	3.5584627600e-06	5.9441072467e-06	2.7144341502e-07
-3.3500000000e+01	1.8216088214e-06	4.0112217255e-06	1.3783009347e-06	2.3490631077e-07
-3.3000000000e+01	1.8954825203e-06	3.6977111458e-06	2.6222000643e-06	6.8084612096e-06
-3.2500000000e+01	5.0598020733e-06	9.6679097720e-07	2.3578194365e-06	2.4255748457e-06
-3.2000000000e+01	6.8941533149e-06	3.1737997260e-06	6.8646123244e-06	3.5295483216e-06
-3.1500000000e+01	3.7532662353e-06	5.4461551999e-06	2.4183305039e-06	4.6834757634e-06
-3.1000000000e+01	5.2387907772e-06	2.8482017838e-06	9.5623546931e-09	2.4102301705e-06
-3.0500000000e+01	1.3846747115e-06	4.2537133757e-06	5.2591108845e-06	2.1419071595e-07
-3.0000000000e+01	6.4189499397e-07	6.4905511063e-06	1.1271961277e-06	5.7123677593e-06
-2.9500000000e+01	1.1005337593e-06	3.6765355016e-06	2.4224897399e-06	1.2121855832e-06
-2.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.8500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.7500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.5500000000e+01	6.8546334867e-06	6.0368659348e-06	4.1573466819e-06	5.5509092503e-06
-2.5000000000e+01	2.8638401215e-06	7.6771705598e-07	1.8168708371e-06	2.8085678593e-06
-2.4500000000e+01	4.2757097066e-06	6.4310221305e-06	5.1205049182e-06	5.2411237244e-06
-2.4000000000e+01	9.6487152885e-07	1.2985915802e-06	3.5007351461e-06	5.5770399475e-06
-2.3500000000e+01	2.8142052854e-06	3.9376506590e-06	3.5112633539e-06	2.1585645779e-08
-2.3000000000e+01	2.6788514385e-06	1.8415026799e-06	5.8168227824e-06	2.9632448942e-06
-2.2500000000e+01	1.7770970643e-06	3.8405633732e-07	4.1987316886e-06	5.2358852856e-06
-2.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.1500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.1000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.0500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.8500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.7500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.5000000000e+01	3.1086883959e-06	3.2147112178e-06	2.9265587379e-06	0.0000000000e+00
-1.4500000000e+01	4.6252598626e-06	4.6755281284e-06	4.6506516937e-06	1.7684585187e-07
-1.4000000000e+01	6.8077697126e-06	6.8750718258e-06	4.9253830126e-06	3.3017035630e-06
-1.3500000000e+01	5.0158372313e-06	5.4630541401e-06	1.4768327057e-06	2.5517528186e-06
-1.3000000000e+01	9.8609695030e-07	2.2357740855e-06	3.3356130138e-06	6.5279149501e-06
-1.2500000000e+01	1.7340556413e-06	1.3961817537e-06	6.4308398302e-06	1.2897200773e-06
-1.2000000000e+01	4.5262741652e-06	8.4536120242e-07	3.4201490223e-06	5.8805363891e-06
-1.1500000000e+01	6.4683299539e-06	1.0891005730e-06	6.3833949297e-06	5.9055877984e-06
-1.1000000000e+01	2.7505736637e-06	5.2699987767e-06	2.4133624143e-06	2.9233961557e-06
-1.0500000000e+01	4.7810884505e-06	5.6022792327e-06	2.3453427109e-06	3.7459476105e-07
-1.0000000000e+01	3.3835591237e-06	2.2133532214e-06	5.0936824584e-06	4.0070982032e-06
-9.5000000000e+00	4.0358898040e-06	2.5375288050e-06	5.3063747044e-07	4.2017420982e-06
-9.0000000000e+00	1.9911733995e-06	6.1545031020e-06	3.6551168171e-06	5.9864162901e-06
-8.5000000000e+00	6.5180932590e-06	3.2175068415e-07	5.3586589837e-06	1.6070526373e-06
-8.0000000000e+00	5.8779938468e-06	3.4464743110e-06	3.5690332508e-07	4.0952935737e-06
-7.5000000000e+00	3.7240899555e-06	3.0665423827e-06	3.2536163412e-06	3.9587611225e-06
-7.0000000000e+00	5.8565443891e-06	6.9978270310e-07	1.1338378945e-06	3.3898755643e-06
-6.5000000000e+00	4.5805454451e-06	5.3444851404e-06	6.2458847196e-06	2.9083739536e-06
-6.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.5000000000e+00	6.8989677434e-06	2.8614256031e-06	1.2516352741e-06	6.2018147806e-06
-2.0000000000e+00	1.9161718644e-06	3.6647130596e-06	8.0344330542e-07	3.9491525226e-06
-1.5000000000e+00	4.5941069520e-06	6.1449290615e-06	6.6596157614e-06	3.9961521977e-06
-1.0000000000e+00	5.3626744023e-06	1.0681415116e-07	5.0445901024e-06	3.3493188327e-06
-5.0000000000e-01	2.6104281971e-06	3.8428544791e-06	3.1914867209e-06	3.6877349371e-06
0.0000000000e+00	6.6186794205e-07	3.2560861071e-06	5.7322065832e-06	1.3612358806e-07
5.0000000000e-01	8.9886582059e-07	4.1070093987e-06	1.7033715261e-06	4.2178256110e-06
1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.0000000000e+00	5.2769341007e-06	3.6461967427e-06	3.3776908989e-06	2.2262806946e-06
3.5000000000e+00	2.6203744129e-06	6.3711662098e-06	3.2959951124e-07	1.0385522785e-08
4.0000000000e+00	2.0042684539e-06	2.4263516890e-06	5.5484927698e-06	3.5070922201e-06
4.5000000000e+00	4.8156122093e-06	3.3782315712e-06	2.6034846782e-06	3.4503295252e-08
5.0000000000e+00	3.7891630011e-06	5.1316538182e-06	3.0521487635e-06	2.4952562557e-06
5.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.0000000000e+00	2.2220846557e-06	3.1128818701e-06	6.1285115160e-07	3.1094548580e-06
7.5000000000e+00	6.6125449071e-06	1.5749190732e-07	1.2876504371e-06	5.8836705954e-06
8.0000000000e+00	3.5920461130e-06	3.1897009859e-06	3.8269060726e-06	2.2825440752e-06
8.5000000000e+00	5.6271660630e-06	1.1093467888e-06	1.4575996370e-06	6.6553845875e-06
9.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
9.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.0500000000e+01	5.6430317647e-06	8.7768464081e-07	6.9033860241e-06	5.4485026477e-06
1.1000000000e+01	2.5380200213e-06	6.9916168642e-06	3.8495922106e-07	5.1788478934e-06
1.1500000000e+01	6.2442931811e-06	6.9455202342e-06	2.8094926835e-06	4.3413767657e-06
1.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.2500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.3500000000e+01	3.0353684638e-06	3.0262845557e-07	4.8846122561e-06	5.5222322018e-06
1.4000000000e+01	2.9270111627e-06	5.2387848052e-06	5.5768532845e-06	3.6107474758e-06
1.4500000000e+01	1.1100308043e-06	3.3987214737e-06	6.2038358052e-07	1.2460098835e-07
1.5000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.6000000000e+01	6.3397863928e-06	2.3659040888e-06	6.4381618436e-06	6.2685881036e-07
1.6500000000e+01	6.4377600854e-07	1.6289712847e-06	4.6870397522e-06	4.9167332804e-07
1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.7500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.8500000000e+01	1.7099807424e-06	2.1190928314e-06	4.0828961138e-06	5.8175914730e-06
1.9000000000e+01	5.0570732500e-06	3.1808383783e-06	2.0682429702e-06	1.6387888028e-06
1.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.0500000000e+01	5.9487393047e-06	1.3746759109e-06	3.4178391666e-07	4.6962417509e-06
2.1000000000e+01	4.4973034947e-06	4.3211240437e-06	1.5390192061e-06	3.1649941445e-06
2.1500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.2500000000e+01	3.1976832603e-06	5.7463295615e-06	1.8104411278e-06	6.9893459806e-06
2.3000000000e+01	3.7016833799e-06	3.4940243861e-06	3.5851273608e-06	3.2368692871e-06
2.3500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4000000000e+01	4.1741500585e-06	6.6931110945e-06	4.3730147871e-06	1.9014535638e-06
2.4500000000e+01	1.7292917259e-06	4.0612224948e-06	4.8112655611e-07	4.7480066044e-06
2.5000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.6000000000e+01	1.5545570881e-07	4.2274765592e-07	6.0763866212e-06	2.5642375778e-07
2.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.7500000000e+01	5.0994659443e-07	1.1179069785e-06	3.5561670906e-07	3.8454516774e-07
2.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.8500000000e+01	5.6022397558e-06	5.7398540702e-06	6.6179031805e-06	3.1929438421e-06
2.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.9500000000e+01	5.5332550681e-07	6.4554486377e-07	3.6708636274e-06	2.4147517548e-06
3.0000000000e+01	6.5236534439e-06	3.9162179434e-06	5.1328762635e-06	4.5717222131e-06
3.0500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.1000000000e+01	6.8966839768e-07	6.7150895019e-06	7.1284198576e-07	5.0941591840e-06
3.1500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.2000000000e+01	1.1278931257e-06	3.8975962873e-06	4.9364300092e-06	3.5889801514e-06
3.2500000000e+01	5.9969154168e-07	4.1333446839e-08	5.0881871478e-06	4.0075631628e-06
3.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.3500000000e+01	3.8398544634e-06	9.2887024550e-07	3.6103145432e-06	5.4288809797e-06
3.4000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.4500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.5000000000e+01	9.4143911884e-07	4.0303401885e-06	1.0521765189e-06	3.9976830338e-06
3.5500000000e+01	6.9596786368e-06	1.3849298660e-06	4.1435117190e-06	4.6863133382e-06
3.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.6500000000e+01	6.5507065915e-07	6.3115649398e-06	4.4374112520e-06	6.9576550216e-06
3.7000000000e+01	6.5369366277e-06	2.7572153763e-06	1.8329606051e-06	6.8351161455e-06
3.7500000000e+01	6.5842230019e-06	6.4905728417e-06	5.0857487525e-06	1.5861087529e-06
3.8000000000e+01	2.4530733866e-06	1.7560321187e-06	3.6204225399e-06	3.1473833629e-06
3.8500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.0500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.1000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.1500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.2500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.3000000000e+01	4.8679515626e-06	6.8409165391e-06	4.8301088041e-06	2.9405786205e-06
4.3500000000e+01	3.5092137511e-06	1.0621906953e-06	3.7765838973e-07	4.5904717697e-06
4.4000000000e+01	1.2144541022e-06	3.1723312355e-06	6.3565708877e-06	2.0002583590e-06
4.4500000000e+01	5.6166236264e-06	2.8332942490e-06	2.2948448492e-06	1.3848553184e-06
4.5000000000e+01	1.7053313918e-06	6.3993485783e-06	6.7806685510e-06	6.7063453163e-06
4.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.7000000000e+01	1.6300721094e-06	5.2959379133e-06	6.6258124945e-06	8.7333601777e-07
4.7500000000e+01	3.7456445376e-06	1.6263335999e-06	6.1161411000e-08	4.1239384350e-06
4.8000000000e+01	5.9518985965e-07	6.3768868115e-06	6.7458490911e-06	2.2997231003e-06
4.8500000000e+01	2.9135336167e-06	7.1470917229e-07	7.9797802693e-07	1.9926178028e-06
4.9000000000e+01	0.0000000000e+00	2.1755089663e-06	4.8458046642e-06	6.5447088594e-07
4.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.0500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.1000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.1500000000e+01	6.2246663158e-06	6.5069474720e-06	3.7972105560e-06	2.3755013100e-06
5.2000000000e+01	5.2133302829e-06	9.4333586725e-07	5.4151377564e-06	5.8416988939e-06
5.2500000000e+01	6.4824529058e-06	6.6216483077e-06	1.2567660109e-06	1.0648554324e-06
5.3000000000e+01	6.5462609482e-06	6.6826385299e-06	6.2974742004e-06	4.4914151585e-06
