angle_deg	RPM300	RPM500	RPM700	RPM900
-6.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.5000000000e+01	5.6916841590e-06	1.8947948463e-06	1.8798481245e-06	5.4544356629e-06
-6.4500000000e+01	2.8653474442e-06	2.8913094754e-06	2.9854817835e-07	1.9662014961e-06
-6.4000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.3500000000e+01	4.2598527823e-06	3.0542274068e-06	2.4127475817e-06	9.1546571378e-07
-6.3000000000e+01	3.6322296273e-06	1.5725213081e-07	4.0725974003e-06	5.8087945563e-06
-6.2500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.2000000000e+01	6.3126249583e-06	5.5987118696e-06	5.0394684575e-06	5.8047115486e-06
-6.1500000000e+01	2.0869436439e-06	3.6433128811e-06	4.2088639975e-06	5.2974787159e-06
-6.1000000000e+01	4.6528950576e-06	1.0744450724e-06	2.0035104391e-06	1.0986484998e-06
-6.0500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-6.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.9500000000e+01	1.2224712845e-06	6.7121762779e-06	4.7438442818e-06	1.9857998312e-07
-5.9000000000e+01	7.5755972995e-07	5.8700123084e-06	6.6676413973e-06	1.2152242399e-06
-5.8500000000e+01	1.5895251907e-06	3.7496626541e-07	6.6010385506e-06	1.8330990887e-06
-5.8000000000e+01	4.6234776868e-06	1.5401212464e-06	1.2924254323e-06	6.7006900265e-06
-5.7500000000e+01	3.3064346428e-06	2.2428845932e-06	1.5137562667e-06	4.3012936799e-06
-5.7000000000e+01	5.8798647875e-06	1.7991242468e-07	4.7661713945e-06	4.7910806178e-06
-5.6500000000e+01	3.7418125267e-06	4.7153548403e-06	4.4522883893e-06	6.0029462256e-06
-5.6000000000e+01	3.8613145747e-06	1.9080090977e-06	9.0822953065e-07	5.9684085108e-06
-5.5500000000e+01	6.5146818475e-06	1.7243651590e-06	5.6492675785e-06	1.0885351075e-06
-5.5000000000e+01	3.2963906774e-06	5.8915682872e-06	1.5236877026e-06	3.9955775367e-06
-5.4500000000e+01	2.2920310071e-06	9.5786319581e-07	3.0323652371e-06	3.9496060063e-06
-5.4000000000e+01	1.6028565058e-06	6.3042213861e-06	6.0591919903e-06	8.6117515153e-08
-5.3500000000e+01	4.7743554646e-06	3.4976056006e-06	2.9999809737e-06	3.5830379565e-06
-5.3000000000e+01	8.3115093653e-07	2.9872200170e-06	6.0102009251e-06	3.5791061124e-06
-5.2500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.1500000000e+01	6.7270401734e-06	4.8600555386e-06	4.0335816333e-07	6.6455312118e-06
-5.1000000000e+01	5.9651114484e-06	2.3988630742e-06	1.7026938630e-06	2.1858186998e-06
-5.0500000000e+01	6.5204111126e-06	5.2575086506e-06	6.5355453527e-06	1.8274321858e-06
-5.0000000000e+01	1.6400909101e-06	4.0371365191e-06	2.5909706688e-06	3.5357964424e-06
-4.9500000000e+01	3.7260216883e-06	3.7331078684e-06	7.4640397684e-07	1.0818248208e-06
-4.9000000000e+01	3.2335041656e-06	5.3067314251e-06	1.2706839131e-06	4.2854424147e-06
-4.8500000000e+01	8.4186798536e-07	5.6259071520e-06	3.6798239395e-06	5.9884005388e-06
-4.8000000000e+01	6.6807335776e-06	3.6339493300e-06	4.4008658182e-06	4.2636969132e-07
-4.7500000000e+01	4.0101029079e-06	2.0879204198e-06	6.9104371909e-06	2.8009864616e-06
-4.7000000000e+01	4.5880321425e-06	3.4049521527e-06	6.2798199271e-06	6.9585268874e-06
-4.6500000000e+01	5.1328021949e-06	3.4813797490e-06	2.9487193383e-06	4.9439386816e-06
-4.6000000000e+01	6.4925990701e-06	5.6744528498e-06	4.0429507321e-07	2.3331737204e-06
-4.5500000000e+01	6.7885597300e-06	1.5589532759e-06	1.3162030705e-06	2.8682868278e-06
-4.5000000000e+01	5.0632470480e-06	1.4154893778e-06	3.1665718207e-06	3.9264895620e-06
-4.4500000000e+01	3.8942596384e-07	6.0355674146e-06	4.7281493784e-06	3.3372332480e-06
-4.4000000000e+01	0.0000000000e+00	0.0000000000e+00	5.3447809399e-06	5.6290424530e-07
-4.3500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.3000000000e+01	6.5642109270e-06	4.6753426861e-06	3.5290034170e-06	4.7370642068e-06
-4.2500000000e+01	4.1314216926e-07	2.4362487175e-06	6.1073585872e-06	5.8164502232e-06
-4.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.1500000000e+01	1.3736203247e-06	3.0059410781e-06	4.5181360817e-06	4.2424519502e-06
-4.1000000000e+01	4.7378425519e-06	1.2444098546e-06	3.0093542422e-06	2.2742077271e-06
-4.0500000000e+01	2.3315787174e-06	5.2942568840e-06	3.6155107703e-06	1.6381662617e-06
-4.0000000000e+01	5.0314194233e-06	4.6027705922e-06	6.9740437828e-06	3.2184459670e-06
-3.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.9000000000e+01	4.6547679355e-07	4.2360064781e-06	1.2415281528e-06	6.2319260212e-06
-3.8500000000e+01	5.8696265930e-06	5.3031711808e-06	2.7785451116e-06	1.1835830507e-06
-3.8000000000e+01	9.8300891951e-07	5.2005978015e-06	3.5311374664e-06	4.6948178462e-07
-3.7500000000e+01	5.3655610924e-06	3.5104859421e-06	4.8494306951e-06	2.6718012428e-06
-3.7000000000e+01	5.5323793843e-06	5.6166121305e-06	6.8413655687e-06	4.6049598919e-06
-3.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.6000000000e+01	6.2834223920e-06	3.1247218199e-06	3.3687324054e-06	2.7838285017e-06
-3.5500000000e+01	3.0734682074e-06	1.2842731752e-06	4.0406508133e-06	3.3134994751e-06
-3.5000000000e+01	3.8454319797e-06	3.3910985762e-06	2.9297657604e-06	4.1707713239e-06
-3.4500000000e+01	3.9480136990e-07	4.6569065125e-06	1.7745630180e-06	4.6206599094e-06
-3.4000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.3500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.2500000000e+01	5.4271671226e-06	6.8877462800e-07	3.4020677353e-06	4.9186300318e-06
-3.2000000000e+01	3.3887959287e-06	5.7290665100e-06	4.3564774714e-07	2.8998467978e-06
-3.1500000000e+01	5.5602932677e-06	2.4129678740e-06	5.1299566658e-06	2.8787556594e-06
-3.1000000000e+01	9.4980934346e-07	2.5769983811e-06	1.2158399168e-07	2.5814950708e-06
-3.0500000000e+01	6.7055801153e-06	6.3920492777e-06	3.9003687025e-06	1.9330074855e-06
-3.0000000000e+01	5.3700687368e-06	5.1678894311e-06	4.7345384081e-06	6.6056088403e-06
-2.9500000000e+01	2.2593403740e-06	7.9548323072e-07	4.7671468894e-06	6.2270716143e-06
-2.9000000000e+01	2.7214129523e-06	5.5631792036e-06	3.4659619311e-06	1.9922626762e-06
-2.8500000000e+01	2.7000625999e-06	1.1052816720e-06	4.0013598562e-06	4.6062628313e-06
-2.8000000000e+01	1.4693428560e-06	5.6554892931e-06	2.1086541296e-06	2.9158292414e-06
-2.7500000000e+01	2.3521386493e-06	1.8901902923e-06	4.3785281572e-06	4.3182033107e-06
-2.7000000000e+01	3.8560469039e-06	9.5965953179e-07	6.5618126613e-06	5.1567739285e-08
-2.6500000000e+01	1.4411664084e-07	4.0681387933e-06	1.6529762880e-06	4.5009559679e-06
-2.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.5000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-2.4500000000e+01	4.5269125403e-07	6.4074393094e-06	3.6615360299e-06	0.0000000000e+00
-2.4000000000e+01	1.7688927582e-06	1.7252750237e-06	9.1753385283e-07	8.7256846324e-07
-2.3500000000e+01	1.6618750197e-06	5.5630056179e-06	2.0670086903e-07	3.0615104055e-06
-2.3000000000e+01	1.2896330816e-06	4.7591572692e-06	2.9314688704e-06	6.4938723217e-06
-2.2500000000e+01	5.3566696397e-06	6.6804503652e-08	5.3767873762e-06	2.5251880244e-06
-2.2000000000e+01	4.6294454309e-06	5.9369385892e-06	6.1873872019e-06	5.5842078377e-06
-2.1500000000e+01	6.3262314996e-06	4.2591557026e-06	4.0069927593e-06	6.0873056240e-06
-2.1000000000e+01	3.2850050024e-06	5.0140258938e-06	4.5313270589e-06	2.6090717748e-06
-2.0500000000e+01	7.9755061627e-07	2.9842959215e-06	6.4647836766e-06	2.4835311387e-06
-2.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.8500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.7500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.6000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-1.5000000000e+01	1.7894064665e-07	4.4945524765e-06	4.3113695510e-06	0.0000000000e+00
-1.4500000000e+01	4.9558342948e-06	6.8690727474e-06	5.4244284946e-06	6.2613366948e-06
-1.4000000000e+01	4.5860502707e-06	1.4397194944e-06	1.6685286458e-06	5.6473535303e-06
-1.3500000000e+01	3.6784092273e-07	4.0820014452e-07	3.2645561802e-06	4.7173802617e-06
-1.3000000000e+01	6.2782424331e-06	7.9037528856e-07	5.3371094368e-06	6.1353608095e-06
-1.2500000000e+01	1.3878827031e-06	6.3269058263e-06	2.3333647721e-06	3.9098415602e-07
-1.2000000000e+01	3.0009662946e-06	5.2059507287e-06	1.8672879660e-06	1.5157485205e-06
-1.1500000000e+01	3.6970721861e-06	3.6139358222e-06	5.0086009328e-06	6.9392173749e-06
-1.1000000000e+01	5.0046968395e-06	1.5859853445e-06	1.2751821934e-06	5.0364530601e-06
-1.0500000000e+01	5.9596235049e-06	2.3717994391e-06	6.2407550983e-06	3.1652810327e-06
-1.0000000000e+01	6.3469143433e-06	3.8778536354e-06	6.7380806727e-06	3.0254702945e-06
-9.5000000000e+00	1.7672801277e-06	3.0690041912e-06	9.6408474924e-07	1.7933258011e-06
-9.0000000000e+00	6.3607803574e-06	1.8983743735e-06	4.5003192362e-06	1.8591952130e-06
-8.5000000000e+00	4.2582878669e-07	6.1186596737e-06	1.7869152083e-06	2.1711187712e-06
-8.0000000000e+00	5.6941679882e-06	3.8801929643e-06	2.9040101873e-06	2.9730427324e-06
-7.5000000000e+00	5.5094113496e-06	2.7707427972e-06	4.5717219204e-06	2.6995617781e-07
-7.0000000000e+00	6.3475812579e-06	9.7301319509e-07	3.4943584407e-06	6.9546120628e-07
-6.5000000000e+00	6.8200906001e-06	2.5229092280e-06	8.9484460708e-07	4.4507835896e-06
-6.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-5.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-4.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
-3.5000000000e+00	3.1216033513e-06	5.6078883214e-06	4.9488447532e-06	2.6673363094e-06
-3.0000000000e+00	3.7361412094e-07	5.4937747699e-07	1.3733343529e-06	1.3317662696e-06
-2.5000000000e+00	6.7840392171e-06	1.6385446777e-06	2.2569949672e-06	6.9462220185e-06
-2.0000000000e+00	6.0995746105e-06	1.6925691346e-06	1.6034411897e-06	3.0257360869e-06
-1.5000000000e+00	4.4668785891e-06	5.1884903113e-06	5.4441649117e-06	1.7946050193e-06
-1.0000000000e+00	2.7423025951e-06	6.7626393206e-06	4.3277592258e-06	6.4102947319e-07
-5.0000000000e-01	1.7003566995e-07	2.7456552939e-06	4.5434428198e-06	2.0246147878e-06
0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.0000000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.0000000000e+00	1.5918882380e-06	6.6330042496e-06	9.9280370955e-07	6.2970329611e-06
1.5000000000e+00	5.6958137120e-06	8.8679867686e-08	4.7581341237e-06	2.9529361050e-06
2.0000000000e+00	5.7297294268e-06	7.5839783559e-07	1.2861436889e-06	6.9406276103e-06
2.5000000000e+00	5.3226701005e-06	4.9725463219e-06	2.4846401839e-06	4.4398371796e-06
3.0000000000e+00	2.8827811069e-06	2.4597628961e-06	1.5752278491e-06	1.8717896118e-06
3.5000000000e+00	3.4630611871e-06	3.3702055999e-07	5.8909777484e-06	6.9650644583e-06
4.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.0000000000e+00	5.0076351973e-07	1.4820886808e-06	6.9934680115e-06	6.4318239934e-06
5.5000000000e+00	4.6105924122e-06	5.0397892826e-06	5.6302380915e-06	4.7670227224e-06
6.0000000000e+00	3.4918117710e-06	5.4807935853e-06	1.1854054915e-06	4.2770378601e-06
6.5000000000e+00	3.4067572359e-06	6.6930938635e-06	5.9646412405e-06	3.2344395786e-06
7.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
8.0000000000e+00	2.2441126744e-06	3.6557776521e-06	1.6369512325e-06	2.7194323763e-06
8.5000000000e+00	8.8620708169e-07	6.7227608933e-06	3.7391397149e-06	3.6973520411e-06
9.0000000000e+00	6.4972191286e-06	2.0187519341e-06	6.7727047159e-06	1.8151436302e-06
9.5000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.0500000000e+01	4.6036223535e-06	1.1540541524e-06	1.9999428337e-06	1.2664195407e-06
1.1000000000e+01	4.8347365056e-06	1.7190098763e-06	4.3108622051e-06	5.7137763567e-06
1.1500000000e+01	2.4838962500e-06	5.3717597620e-06	2.7212172102e-06	5.4529909779e-06
1.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.2500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.3000000000e+01	4.1331269254e-06	6.0622520258e-06	5.1422328550e-06	3.2314751437e-06
1.3500000000e+01	5.6676992305e-06	1.5760966911e-06	3.4396948126e-06	5.7593617328e-06
1.4000000000e+01	1.4848007145e-06	1.4742416757e-07	5.8148707657e-06	6.0193466683e-06
1.4500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.5000000000e+01	1.1104754398e-06	3.4350263924e-06	2.1917653894e-06	8.4229158183e-07
1.5500000000e+01	2.4686131008e-06	3.9659855429e-06	4.8570156091e-06	2.5763493566e-06
1.6000000000e+01	4.1954955980e-06	5.1210696190e-06	6.5826796676e-06	5.5764717815e-06
1.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.7000000000e+01	6.8811986826e-06	3.8785246721e-06	4.7888195589e-06	3.0258836251e-06
1.7500000000e+01	5.4742076758e-06	5.0746496212e-06	2.8230409702e-06	4.0026983448e-06
1.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.8500000000e+01	1.0125968508e-06	4.6493334130e-06	3.6181999738e-06	5.4825787874e-06
1.9000000000e+01	3.2353109211e-06	1.8008686107e-06	6.5228540307e-06	1.1877245468e-06
1.9500000000e+01	3.5144740098e-06	4.3635135495e-06	2.5822476448e-06	4.2179939507e-06
2.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.0500000000e+01	3.4438085767e-06	3.0850910958e-06	6.3321372491e-06	3.5690736464e-06
2.1000000000e+01	4.2549489082e-06	6.3440116536e-06	2.1905113669e-06	4.3588738922e-06
2.1500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.2000000000e+01	1.9890926508e-06	6.8970855929e-06	2.0031891166e-06	5.7557317696e-06
2.2500000000e+01	5.9566212044e-06	6.7443861747e-07	4.0575114757e-06	4.4652505098e-06
2.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.3500000000e+01	5.5766950836e-06	5.4738256772e-07	5.1194464622e-06	3.2124336698e-06
2.4000000000e+01	3.5715365797e-07	5.3124531348e-06	3.6001224588e-06	3.5335504588e-06
2.4500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.5000000000e+01	6.1613002234e-06	6.5769257440e-06	8.7040456400e-07	6.0820480929e-06
2.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.6000000000e+01	5.9299385193e-06	2.3164134037e-07	1.6723077071e-06	1.2746232173e-06
2.6500000000e+01	6.7688861210e-06	1.7788366209e-06	1.7322935965e-08	1.9806468474e-06
2.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.7500000000e+01	5.6093521646e-06	2.1618654765e-06	2.3013052983e-06	1.5909301324e-06
2.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.8500000000e+01	6.2276950694e-06	3.6337812550e-07	8.0584332611e-07	5.3940628454e-06
2.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.9500000000e+01	4.5519478512e-06	5.4245922897e-06	3.6659554212e-07	3.1135186550e-06
3.0000000000e+01	1.9683090169e-06	5.8349092167e-06	3.8157331974e-06	2.8784344302e-06
3.0500000000e+01	2.9391881182e-06	5.9103235433e-06	3.7334721993e-06	4.3169980353e-06
3.1000000000e+01	8.7442245264e-07	6.0520441299e-06	5.3661451445e-07	6.4701695964e-06
3.1500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.2000000000e+01	2.0442803229e-06	6.4238318002e-06	3.7059245598e-06	2.8769560405e-06
3.2500000000e+01	2.2992476792e-06	5.6977432640e-06	5.4338869908e-06	4.1766693525e-06
3.3000000000e+01	4.0804388185e-06	6.1052767488e-07	2.5754899270e-06	2.6214990145e-06
3.3500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.4000000000e+01	5.1464307354e-06	6.0963320276e-06	3.8223198098e-06	3.6054836229e-06
3.4500000000e+01	2.0034262039e-06	2.2818112747e-06	3.1692701020e-06	6.0015682635e-06
3.5000000000e+01	6.7080905780e-06	4.8194458896e-06	3.5630871538e-06	5.3520819957e-06
3.5500000000e+01	4.2602172359e-06	6.4352457610e-06	2.8669377440e-06	6.0896688078e-06
3.6000000000e+01	2.6115013775e-06	1.0959144671e-06	5.5119385642e-06	3.1815080611e-06
3.6500000000e+01	1.0959369045e-06	4.3748011871e-06	6.4823527177e-06	6.2280152862e-06
3.7000000000e+01	3.6985980064e-06	4.6226185283e-06	6.9510223472e-06	6.3161338626e-06
3.7500000000e+01	2.7027828991e-06	3.0416917694e-06	1.3254919598e-06	2.0597664974e-06
3.8000000000e+01	4.3709763581e-06	3.3328182705e-06	2.0948763858e-06	4.5438653280e-06
3.8500000000e+01	3.1424417554e-06	3.1261453872e-06	3.1075378472e-07	1.8086941533e-06
3.9000000000e+01	5.3968327363e-06	5.7069636202e-06	5.4781920521e-06	6.4755348601e-06
3.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.0000000000e+01	3.5258866693e-06	2.7709226356e-06	3.7935980354e-06	3.3021042648e-06
4.0500000000e+01	6.4438637932e-06	5.3941173223e-06	6.6369554129e-06	2.7076861679e-06
4.1000000000e+01	2.3856201176e-06	2.8847219884e-06	6.1626056871e-07	4.7686951579e-06
4.1500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.2000000000e+01	3.8284725846e-06	6.9606069362e-06	3.7349697320e-06	4.4353224944e-06
4.2500000000e+01	6.8946979751e-06	4.6333218286e-06	4.5020521238e-06	1.1210598653e-06
4.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.3500000000e+01	4.3994176539e-06	3.2567228411e-06	6.8541534185e-06	3.9383769510e-06
4.4000000000e+01	1.1808625390e-06	4.5013427589e-06	2.5880477684e-06	3.4777598591e-07
4.4500000000e+01	6.4078418539e-06	6.9279335909e-06	3.0316743660e-06	7.1726146357e-07
4.5000000000e+01	5.3933287433e-06	4.5941719027e-06	6.9408488308e-06	1.8190219024e-06
4.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.6000000000e+01	6.6976264654e-06	3.9811971584e-06	2.0472700514e-06	3.6113496550e-06
4.6500000000e+01	1.4745001279e-06	1.9064553435e-06	6.5869155392e-06	1.4539039880e-06
4.7000000000e+01	2.5263649754e-06	3.3008806221e-06	2.7641082135e-06	3.3628276625e-06
4.7500000000e+01	5.9179758131e-06	1.9047960073e-06	5.4569882205e-06	2.9325416372e-06
4.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4.8500000000e+01	6.9247259935e-06	2.0771581215e-06	1.4459961911e-06	3.7988378865e-06
4.9000000000e+01	0.0000000000e+00	3.7101760702e-06	1.3239625544e-08	2.5916056944e-06
4.9500000000e+01	5.2095649858e-06	2.8414935992e-06	2.4355980087e-06	6.2716237195e-06
5.0000000000e+01	5.2005334740e-06	3.3381152013e-06	4.6478001371e-06	4.1385053234e-06
5.0500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.1000000000e+01	1.3176809942e-06	1.2373969108e-06	5.9764424545e-06	1.6663321592e-06
5.1500000000e+01	9.0710508374e-07	1.1516788267e-06	3.4938194023e-06	1.3071365744e-06
5.2000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.2500000000e+01	3.0734665702e-06	3.2940990477e-06	4.4778798951e-06	6.4083803425e-06
5.3000000000e+01	4.7865858911e-06	5.6347081806e-06	4.2220977765e-06	5.0479474474e-06
